dataset,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95
medlfqav2_900,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.035 ± 0.006,0.156 ± 0.012,0.379 ± 0.019,0.539 ± 0.020,0.737 ± 0.018
