kqa_golden,0.714 ± 0.032,0.713 ± 0.033,0.721 ± 0.044,0.752 ± 0.056,0.796 ± 0.055,0.850 ± 0.050,0.898 ± 0.045,0.949 ± 0.030
kqa_golden,0.713 ± 0.032,0.712 ± 0.033,0.716 ± 0.041,0.747 ± 0.058,0.797 ± 0.056,0.845 ± 0.051,0.899 ± 0.044,0.947 ± 0.030
kqa_golden,0.714 ± 0.032,0.713 ± 0.034,0.719 ± 0.041,0.751 ± 0.056,0.796 ± 0.057,0.846 ± 0.051,0.898 ± 0.044,0.949 ± 0.030
kqa_golden,0.713 ± 0.032,0.715 ± 0.032,0.721 ± 0.043,0.754 ± 0.056,0.804 ± 0.055,0.855 ± 0.051,0.906 ± 0.042,0.949 ± 0.029
kqa_golden,0.714 ± 0.032,0.714 ± 0.033,0.718 ± 0.040,0.748 ± 0.057,0.795 ± 0.057,0.845 ± 0.051,0.891 ± 0.043,0.942 ± 0.032
kqa_golden,0.712 ± 0.032,0.713 ± 0.032,0.722 ± 0.043,0.754 ± 0.058,0.803 ± 0.057,0.851 ± 0.051,0.903 ± 0.042,0.952 ± 0.030
