dataset,0.70,0.75,0.80,0.85,0.90,0.95
medium_medlfqav2,0.756 ± 0.0113,0.758 ± 0.0143,0.801 ± 0.0197,0.850 ± 0.0178,0.900 ± 0.0148,0.951 ± 0.0102
