dataset,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95
medlfqav2_conditional,0.000 ± 0.000,0.000 ± 0.000,0.005 ± 0.001,0.020 ± 0.002,0.111 ± 0.005,0.267 ± 0.007,0.487 ± 0.009,0.719 ± 0.008
