dataset,0.70,0.75,0.80,0.85,0.90,0.95
live_qa,0.708 ± 0.0853,0.762 ± 0.0817,0.806 ± 0.0750,0.858 ± 0.0684,0.903 ± 0.0568,0.961 ± 0.0379
