dataset,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95
medlfqav2,0.000 ± 0.000,0.000 ± 0.000,0.000 ± 0.000,0.005 ± 0.001,0.103 ± 0.004,0.275 ± 0.007,0.488 ± 0.008,0.728 ± 0.008
