medlfqav2_900,0.724 ± 0.015,0.725 ± 0.015,0.724 ± 0.016,0.751 ± 0.029,0.801 ± 0.026,0.851 ± 0.024,0.901 ± 0.020,0.952 ± 0.014
medlfqav2_900,0.724 ± 0.015,0.724 ± 0.015,0.725 ± 0.016,0.752 ± 0.028,0.799 ± 0.026,0.852 ± 0.024,0.901 ± 0.020,0.951 ± 0.014
