dataset,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95
medlfqav2_conditional,0.000 ± 0.000,0.000 ± 0.000,0.003 ± 0.001,0.023 ± 0.002,0.113 ± 0.005,0.271 ± 0.007,0.486 ± 0.009,0.721 ± 0.008
